MF_GO_IDs,gene
GO:0003883,_ptg000019l_001294
GO:0003883,_ptg000025l_000019
GO:0003885,_ptg000018l_000656
GO:0003885,_ptg000002l_000479
GO:0003886,_ptg000006l_001023
GO:0003887,_ptg000006l_001821
GO:0003896,_ptg000006l_002312
GO:0003899,_ptg000010l_000075
GO:0003899,_ptg000632l_000004
GO:0003899,_ptg000889l_000003
GO:0003899,_ptg000125l_000011
GO:0003899,_ptg000109l_000004
GO:0003899,_ptg000523l_000008
GO:0003899,_ptg000229l_000005
GO:0003899,_ptg000356l_000002
GO:0003899,_ptg000756l_000002
GO:0003899,_ptg000344l_000016
GO:0003899,_ptg000025l_000825
GO:0003899,_ptg000003l_001070
GO:0003899,_ptg000673l_000001
GO:0003899,_ptg000389l_000013
GO:0003899,_ptg000943l_000003
GO:0003899,_ptg000754l_000003
GO:0003899,_ptg000911l_000001
GO:0003899,_ptg000722l_000004
GO:0003899,_ptg000001l_000794
GO:0003899,_ptg000620l_000002
GO:0003899,_ptg000809l_000004
GO:0003899,_ptg000018l_001193
GO:0003899,_ptg000015l_000023
GO:0003899,_ptg000255l_000002
GO:0003899,_ptg000512l_000002
GO:0003899,_ptg000170l_000004
GO:0003899,_ptg001053l_000006
GO:0003899,_ptg000581l_000005
GO:0003899,_ptg000968l_000007
GO:0003899,_ptg001050l_000006
GO:0003899,_ptg000152l_000003
GO:0003899,_ptg000176l_000005
GO:0003899,_ptg000979l_000011
GO:0003899,_ptg000026l_000009
GO:0003899,_ptg000964l_000004
GO:0003899,_ptg000900l_000008
GO:0003899,_ptg000201l_000019
GO:0003899,_ptg001088l_000002
GO:0003899,_ptg000968l_000006
GO:0003899,_ptg001010l_000003
GO:0003899,_ptg000567l_000007
GO:0003899,_ptg000168l_000011
GO:0003899,_ptg000860l_000002
GO:0003899,_ptg000927l_000010
GO:0003899,_ptg000405l_000007
GO:0003899,_ptg000461l_000010
GO:0003899,_ptg001015l_000004
GO:0003899,_ptg000716l_000005
GO:0003899,_ptg000578l_000002
GO:0003899,_ptg000318l_000007
GO:0003899,_ptg000511l_000002
GO:0003899,_ptg000878l_000002
GO:0003899,_ptg000053l_000003
GO:0003899,_ptg000417l_000027
GO:0003899,_ptg001063l_000009
GO:0003899,_ptg000834l_000009
GO:0003899,_ptg001100l_000006
GO:0003899,_ptg000625l_000001
GO:0003899,_ptg000408l_000002
GO:0003899,_ptg000873l_000004
GO:0003899,_ptg000015l_000022
GO:0003899,_ptg000229l_000004
GO:0003899,_ptg000003l_001068
GO:0003899,_ptg000658l_000001
GO:0003899,_ptg000808l_000001
GO:0003899,_ptg000676l_000013
GO:0003899,_ptg000937l_000004
GO:0003899,_ptg000008l_001570
GO:0003899,_ptg000689l_000013
GO:0003899,_ptg000311l_000011
GO:0003899,_ptg000370l_000004
GO:0003899,_ptg000822l_000007
GO:0003899,_ptg000752l_000002
GO:0003899,_ptg000251l_000014
GO:0003899,_ptg000032l_000010
GO:0003899,_ptg000158l_000001
GO:0003899,_ptg000446l_000005
GO:0003899,_ptg000465l_000009
GO:0003899,_ptg000254l_000007
GO:0003899,_ptg000068l_000012
GO:0003899,_ptg000256l_000010
GO:0003899,_ptg000993l_000003
GO:0003899,_ptg000023l_000782
GO:0003899,_ptg000459l_000009
GO:0003899,_ptg000526l_000010
GO:0003899,_ptg000824l_000005
GO:0003899,_ptg000539l_000011
GO:0003899,_ptg000691l_000022
GO:0003899,_ptg000732l_000008
GO:0003899,_ptg000291l_000014
GO:0003899,_ptg000549l_000004
GO:0003899,_ptg000507l_000004
GO:0003899,_ptg000353l_000010
GO:0003899,_ptg000010l_000074
GO:0003899,_ptg000202l_000026
GO:0003899,_ptg000366l_000005
GO:0003899,_ptg000651l_000004
GO:0003899,_ptg000111l_000020
GO:0003899,_ptg000365l_000002
GO:0003899,_ptg000144l_000041
GO:0003899,_ptg001092l_000002
GO:0003899,_ptg000023l_000097
GO:0003899,_ptg000708l_000008
GO:0003899,_ptg000449l_000008
GO:0003899,_ptg000540l_000013
GO:0003899,_ptg001010l_000002
GO:0003899,_ptg000434l_000002
GO:0003899,_ptg000344l_000015
GO:0003899,_ptg000270l_000013
GO:0003899,_ptg000676l_000012
GO:0003899,_ptg000161l_000002
GO:0003899,_ptg000059l_000006
GO:0003899,_ptg001068l_000003
GO:0003899,_ptg000840l_000009
GO:0003899,_ptg000485l_000006
GO:0003899,_ptg000724l_000001
GO:0003899,_ptg000360l_000003
GO:0003899,_ptg000032l_000009
GO:0003899,_ptg000010l_002972
GO:0003899,_ptg000042l_000031
GO:0003899,_ptg000604l_000014
GO:0003899,_ptg000622l_000003
GO:0003899,_ptg000907l_000011
GO:0003899,_ptg000288l_000002
GO:0003899,_ptg000219l_000008
GO:0003899,_ptg000513l_000008
GO:0003899,_ptg000312l_000016
GO:0003899,_ptg000081l_000025
GO:0003899,_ptg000213l_000004
GO:0003899,_ptg000267l_000007
GO:0003899,_ptg000414l_000004
GO:0003899,_ptg000127l_000004
GO:0003899,_ptg001066l_000001
GO:0003899,_ptg000760l_000002
GO:0003899,_ptg000825l_000005
GO:0003899,_ptg000695l_000002
GO:0003899,_ptg000180l_000005
GO:0003899,_ptg000267l_000008
GO:0003899,_ptg000010l_000076
GO:0003899,_ptg001115l_000014
GO:0003899,_ptg000803l_000002
GO:0003899,_ptg000139l_000007
GO:0003899,_ptg000771l_000007
GO:0003899,_ptg001084l_000002
GO:0003899,_ptg001109l_000008
GO:0003899,_ptg000852l_000003
GO:0003899,_ptg000681l_000015
GO:0003899,_ptg000046l_000007
GO:0003899,_ptg000401l_000009
GO:0003899,_ptg000981l_000003
GO:0003899,_ptg000389l_000012
GO:0003899,_ptg000119l_000010
GO:0003899,_ptg000314l_000009
GO:0003899,_ptg000543l_000004
GO:0003899,_ptg000435l_000007
GO:0003899,_ptg000878l_000003
GO:0003899,_ptg000744l_000012
GO:0003899,_ptg001015l_000005
GO:0003899,_ptg000320l_000010
GO:0003899,_ptg000251l_000015
GO:0003899,_ptg000876l_000011
GO:0003899,_ptg000214l_000002
GO:0003899,_ptg000392l_000002
GO:0003899,_ptg001081l_000001
GO:0003899,_ptg000079l_000050
GO:0003899,_ptg001027l_000009
GO:0003899,_ptg000714l_000004
GO:0003899,_ptg000629l_000009
GO:0003899,_ptg000444l_000010
GO:0003899,_ptg000429l_000013
GO:0003899,_ptg000621l_000001
GO:0003899,_ptg000010l_000013
GO:0003899,_ptg000744l_000011
GO:0003899,_ptg000581l_000006
GO:0003899,_ptg000812l_000007
GO:0003899,_ptg000867l_000007
GO:0003899,_ptg000570l_000002
GO:0003899,_ptg000676l_000011
GO:0003899,_ptg000323l_000006
GO:0003899,_ptg000292l_000016
GO:0003899,_ptg000206l_000012
GO:0003899,_ptg000429l_000014
GO:0003899,_ptg000881l_000004
GO:0003899,_ptg000529l_000011
GO:0003899,_ptg000344l_000014
GO:0003899,_ptg000283l_000009
GO:0003899,_ptg000227l_000001
GO:0003899,_ptg000909l_000008
GO:0003899,_ptg001043l_000002
GO:0003899,_ptg000082l_000004
GO:0003899,_ptg000882l_000012
GO:0003899,_ptg000481l_000009
GO:0003899,_ptg000795l_000002
GO:0003899,_ptg000016l_001110
GO:0003899,_ptg000258l_000002
GO:0003899,_ptg000245l_000007
GO:0003899,_ptg000967l_000002
GO:0003899,_ptg000010l_001346
GO:0003899,_ptg000770l_000008
GO:0003899,_ptg000500l_000008
GO:0003899,_ptg000401l_000008
GO:0003899,_ptg001088l_000001
GO:0003899,_ptg001053l_000005
GO:0003899,_ptg000461l_000009
GO:0003899,_ptg000330l_000005
GO:0003899,_ptg000148l_000003
GO:0003899,_ptg000896l_000001
GO:0003899,_ptg000494l_000007
GO:0003899,_ptg000760l_000001
GO:0003899,_ptg000075l_000017
GO:0003899,_ptg000356l_000001
GO:0003899,_ptg000875l_000013
GO:0003899,_ptg000923l_000004
GO:0003899,_ptg000775l_000017
GO:0003899,_ptg000250l_000008
GO:0003899,_ptg000557l_000009
GO:0003899,_ptg001012l_000006
GO:0003899,_ptg000318l_000006
GO:0003899,_ptg000010l_000009
GO:0003899,_ptg001100l_000005
GO:0003899,_ptg000466l_000002
GO:0003899,_ptg000008l_001567
GO:0003899,_ptg000411l_000008
GO:0003899,_ptg000850l_000004
GO:0003899,_ptg000622l_000002
GO:0003899,_ptg000455l_000009
GO:0003899,_ptg000567l_000006
GO:0003899,_ptg000251l_000011
GO:0003899,_ptg000972l_000011
GO:0003899,_ptg000408l_000001
GO:0003899,_ptg000209l_000004
GO:0003899,_ptg000513l_000007
GO:0003899,_ptg000344l_000013
GO:0003899,_ptg000852l_000001
GO:0003899,_ptg001098l_000012
GO:0003899,_ptg000122l_000003
GO:0003899,_ptg000488l_000001
GO:0003899,_ptg000214l_000001
GO:0003899,_ptg000552l_000018
GO:0003899,_ptg000090l_000001
GO:0003899,_ptg000041l_000014
GO:0003899,_ptg000627l_000002
GO:0003899,_ptg000553l_000003
GO:0003899,_ptg000420l_000001
GO:0003899,_ptg000899l_000001
GO:0003899,_ptg000889l_000002
GO:0003899,_ptg000587l_000024
GO:0003899,_ptg000572l_000001
GO:0003899,_ptg000366l_000004
GO:0003899,_ptg000360l_000001
GO:0003899,_ptg000964l_000003
GO:0003899,_ptg000317l_000010
GO:0003899,_ptg000084l_000012
GO:0003899,_ptg000695l_000001
GO:0003899,_ptg000705l_000005
GO:0003899,_ptg000111l_000018
GO:0003899,_ptg000531l_000014
GO:0003899,_ptg000554l_000003
GO:0003899,_ptg000967l_000001
GO:0003899,_ptg000300l_000010
GO:0003899,_ptg000539l_000010
GO:0003899,_ptg000088l_000001
GO:0003899,_ptg000603l_000003
GO:0003899,_ptg000851l_000001
GO:0003899,_ptg000487l_000009
GO:0003899,_ptg000008l_001569
GO:0003899,_ptg000010l_000073
GO:0003899,_ptg001030l_000001
GO:0003899,_ptg000620l_000001
GO:0003899,_ptg000771l_000006
GO:0003899,_ptg000006l_000399
GO:0003899,_ptg000613l_000009
GO:0003899,_ptg000388l_000001
GO:0003899,_ptg000780l_000008
GO:0003899,_ptg000127l_000003
GO:0003899,_ptg000008l_000028
GO:0003899,_ptg000968l_000005
GO:0003899,_ptg000813l_000005
GO:0003899,_ptg000490l_000004
GO:0003899,_ptg000246l_000001
GO:0003899,_ptg000496l_000006
GO:0003899,_ptg000015l_000020
GO:0003899,_ptg000757l_000005
GO:0003899,_ptg000010l_002890
GO:0003899,_ptg000501l_000004
GO:0003899,_ptg000390l_000012
GO:0003899,_ptg000463l_000020
GO:0003899,_ptg000184l_000019
GO:0003899,_ptg000079l_000039
GO:0003899,_ptg000378l_000034
GO:0003899,_ptg000584l_000010
GO:0003899,_ptg000962l_000017
GO:0003899,_ptg000890l_000006
GO:0003899,_ptg000483l_000010
GO:0003899,_ptg000618l_000004
GO:0003899,_ptg000299l_000020
GO:0003899,_ptg000081l_000012
GO:0003899,_ptg001014l_000008
GO:0003899,_ptg000075l_000007
GO:0003899,_ptg001077l_000018
GO:0003899,_ptg000633l_000018
GO:0003899,_ptg000646l_000007
GO:0003899,_ptg000422l_000018
GO:0003899,_ptg000591l_000007
GO:0003899,_ptg000560l_000005
GO:0003899,_ptg000697l_000004
GO:0003899,_ptg000958l_000012
GO:0003899,_ptg000551l_000018
GO:0003899,_ptg000023l_000080
GO:0003899,_ptg000229l_000003
GO:0003899,_ptg000526l_000008
GO:0003899,_ptg000251l_000012
GO:0003899,_ptg000185l_000005
GO:0003899,_ptg000081l_000022
GO:0003899,_ptg000943l_000002
GO:0003899,_ptg000639l_000007
GO:0003899,_ptg000365l_000001
GO:0003899,_ptg000265l_000008
GO:0003899,_ptg000414l_000003
GO:0003899,_ptg000258l_000001
GO:0003899,_ptg001029l_000005
GO:0003899,_ptg000629l_000008
GO:0003899,_ptg001023l_000001
GO:0003899,_ptg000907l_000010
GO:0003899,_ptg000606l_000004
GO:0003899,_ptg000042l_000030
GO:0003899,_ptg000254l_000006
GO:0003899,_ptg000195l_000009
GO:0003899,_ptg000746l_000009
GO:0003899,_ptg000860l_000001
GO:0003899,_ptg000101l_000005
GO:0003899,_ptg000864l_000009
GO:0003899,_ptg000003l_001066
GO:0003899,_ptg000320l_000009
GO:0003899,_ptg000010l_000914
GO:0003899,_ptg000376l_000005
GO:0003899,_ptg000744l_000010
GO:0003899,_ptg000263l_000001
GO:0003899,_ptg000317l_000009
GO:0003899,_ptg000180l_000004
GO:0003899,_ptg000291l_000013
GO:0003899,_ptg000578l_000001
GO:0003899,_ptg001027l_000008
GO:0003899,_ptg001028l_000005
GO:0003899,_ptg000691l_000021
GO:0003899,_ptg001092l_000001
GO:0003899,_ptg000100l_000008
GO:0003899,_ptg000447l_000001
GO:0003899,_ptg000988l_000004
GO:0003899,_ptg000010l_002970
GO:0003899,_ptg000206l_000011
GO:0003899,_ptg000512l_000001
GO:0003899,_ptg000479l_000008
GO:0003899,_ptg001122l_000004
GO:0003899,_ptg000349l_000004
GO:0003899,_ptg000954l_000005
GO:0003899,_ptg000550l_000005
GO:0003899,_ptg000059l_000005
GO:0003899,_ptg000784l_000011
GO:0003899,_ptg000448l_000005
GO:0003899,_ptg000379l_000023
GO:0003899,_ptg000443l_000030
GO:0003899,_ptg000323l_000005
GO:0003899,_ptg000732l_000007
GO:0003899,_ptg000926l_000009
GO:0003899,_ptg001015l_000003
GO:0003899,_ptg000803l_000001
GO:0003899,_ptg000866l_000011
GO:0003899,_ptg000604l_000013
GO:0003899,_ptg000481l_000008
GO:0003899,_ptg000670l_000003
GO:0003899,_ptg000767l_000001
GO:0003899,_ptg000368l_000017
GO:0003899,_ptg000963l_000005
GO:0003899,_ptg000880l_000005
GO:0003899,_ptg000523l_000007
GO:0003899,_ptg000752l_000001
GO:0003899,_ptg000689l_000012
GO:0003899,_ptg000465l_000008
GO:0003899,_ptg000362l_000012
GO:0003899,_ptg000393l_000001
GO:0003899,_ptg000310l_000005
GO:0003899,_ptg000834l_000008
GO:0003899,_ptg000472l_000009
GO:0003899,_ptg000686l_000009
GO:0003899,_ptg001115l_000013
GO:0003899,_ptg001035l_000001
GO:0003899,_ptg000459l_000007
GO:0003899,_ptg000839l_000003
GO:0003899,_ptg000714l_000003
GO:0003899,_ptg000873l_000003
GO:0003899,_ptg000267l_000006
GO:0003899,_ptg000242l_000001
GO:0003899,_ptg000312l_000015
GO:0003899,_ptg000992l_000001
GO:0003899,_ptg000822l_000006
GO:0003899,_ptg000885l_000004
GO:0003899,_ptg000927l_000009
GO:0003899,_ptg000007l_000322
GO:0003899,_ptg000993l_000001
GO:0003899,_ptg000036l_000006
GO:0003899,_ptg000772l_000019
GO:0003899,_ptg000037l_000024
GO:0003899,_ptg000001l_001578
GO:0003899,_ptg000324l_000022
GO:0003899,_ptg000848l_000018
GO:0003899,_ptg000040l_000018
GO:0003899,_ptg000155l_000017
GO:0003899,_ptg000742l_000013
GO:0003899,_ptg000008l_001562
GO:0003899,_ptg000700l_000025
GO:0003913,_ptg000006l_000507
GO:0003917,_ptg000025l_001201
GO:0003918,_ptg000014l_000611
GO:0003919,_ptg000003l_000862
GO:0003922,_ptg000006l_000116
GO:0003924,_ptg000020l_001257
GO:0003924,_ptg000018l_001042
GO:0003924,_ptg000007l_000879
GO:0003924,_ptg000007l_000458
GO:0003924,_ptg000008l_000540
GO:0003924,_ptg000018l_001517
GO:0003924,_ptg000002l_000376
GO:0003924,_ptg000007l_000640
GO:0003924,_ptg000010l_001309
GO:0003924,_ptg000004l_000615
GO:0003924,_ptg000006l_002083
GO:0003924,_ptg000019l_000204
GO:0003924,_ptg000002l_000244
GO:0003924,_ptg000016l_000363
GO:0003924,_ptg000007l_001456
GO:0003924,_ptg000012l_000133
GO:0003924,_ptg000018l_001554
GO:0003924,_ptg000010l_002771
GO:0003924,_ptg000004l_000246
GO:0003924,_ptg000023l_000362
GO:0003924,_ptg000038l_000628
GO:0003924,_ptg000016l_000766
GO:0003924,_ptg000023l_000353
GO:0003924,_ptg000001l_000381
GO:0003924,_ptg000038l_000816
GO:0003924,_ptg000001l_001187
GO:0003924,_ptg000010l_002101
GO:0003924,_ptg000001l_000492
GO:0003924,_ptg000001l_000491
GO:0003924,_ptg000010l_000494
GO:0003924,_ptg000007l_000318
GO:0003924,_ptg000002l_000354
GO:0003924,_ptg000010l_001741
GO:0003924,_ptg000008l_000953
GO:0003924,_ptg000024l_000052
GO:0003924,_ptg000014l_000326
GO:0003924,_ptg000001l_000494
GO:0003924,_ptg000038l_000961
GO:0003924,_ptg000027l_001186
GO:0003924,_ptg000003l_000787
GO:0003924,_ptg000004l_000692
GO:0003924,_ptg000006l_000301
GO:0003924,_ptg000007l_001029
GO:0003924,_ptg000010l_002830
GO:0003924,_ptg000001l_001939
GO:0003924,_ptg000018l_001088
GO:0003924,_ptg000019l_001011
GO:0003924,_ptg000007l_000251
GO:0003924,_ptg000016l_001833
GO:0003924,_ptg000003l_001178
GO:0003924,_ptg000020l_000956
GO:0003924,_ptg000001l_001369
GO:0003924,_ptg000018l_000567
GO:0003924,_ptg000014l_000580
GO:0003924,_ptg000010l_001038
GO:0003924,_ptg000027l_000087
GO:0003924,_ptg000001l_001269
GO:0003924,_ptg000016l_000145
GO:0003924,_ptg000004l_000157
GO:0003924,_ptg000018l_001611
GO:0003924,_ptg000019l_000608
GO:0003924,_ptg000023l_000852
GO:0003924,_ptg000008l_000472
GO:0003924,_ptg000014l_001599
GO:0003924,_ptg000020l_000174
GO:0003924,_ptg000001l_001033
GO:0003924,_ptg000001l_001922
GO:0003924,_ptg000018l_001473
GO:0003924,_ptg000010l_000625
GO:0003924,_ptg000007l_000416
GO:0003924,_ptg000006l_001434
GO:0003924,_ptg000027l_000051
GO:0003924,_ptg000014l_000716
GO:0003924,_ptg000018l_001007
GO:0003924,_ptg000018l_001401
GO:0003924,_ptg000006l_001348
GO:0003924,_ptg000025l_000855
GO:0003924,_ptg000006l_000374
GO:0003934,_ptg000011l_000374
GO:0003934,_ptg000020l_001396
GO:0003935,_ptg000019l_000671
GO:0003935,_ptg000001l_001278
GO:0003937,_ptg000006l_001920
GO:0003949,_ptg000023l_000507
GO:0003950,_ptg000001l_000902
GO:0003950,_ptg000014l_001327
GO:0003950,_ptg000006l_000486
GO:0003950,_ptg000027l_000242
GO:0003950,_ptg000010l_000252
GO:0003950,_ptg000001l_000219
GO:0003950,_ptg000012l_000404
GO:0003950,_ptg000006l_000365
GO:0003950,_ptg000006l_001137
GO:0003951,_ptg000006l_001628
GO:0003951,_ptg000020l_001384
GO:0003951,_ptg000016l_002103
GO:0003951,_ptg000012l_000454
GO:0003951,_ptg000007l_000208
GO:0003951,_ptg000020l_000767
GO:0003951,_ptg000008l_000879
GO:0003951,_ptg000023l_000492
GO:0003952,_ptg000014l_000080
GO:0003954,_ptg000012l_000505
GO:0003955,_ptg000020l_001095
GO:0003958,_ptg000025l_000186
GO:0003968,_ptg000006l_000880
GO:0003968,_ptg000006l_000882
GO:0003968,_ptg000006l_000886
GO:0003968,_ptg000006l_000890
GO:0003968,_ptg000006l_000878
GO:0003968,_ptg000027l_000977
GO:0003968,_ptg000006l_000884
GO:0003968,_ptg000027l_000976
GO:0003968,_ptg000027l_000374
GO:0003968,_ptg000006l_000876
GO:0003968,_ptg000006l_000888
GO:0003968,_ptg000027l_000978
GO:0003968,_ptg000027l_000979
GO:0003968,_ptg000004l_000276
GO:0003968,_ptg000010l_001967
GO:0003972,_ptg000001l_000808
GO:0003978,_ptg000018l_001663
GO:0003978,_ptg000006l_002327
GO:0003978,_ptg000008l_001159
GO:0003978,_ptg000016l_001690
GO:0003978,_ptg000006l_000153
GO:0003978,_ptg000008l_001465
GO:0003980,_ptg000038l_000920
GO:0003980,_ptg000038l_000921
GO:0003983,_ptg000023l_000646
GO:0003987,_ptg000016l_001511
GO:0003987,_ptg000025l_000619
GO:0003989,_ptg000210l_000002
GO:0003989,_ptg000663l_000014
GO:0003989,_ptg000074l_000002
GO:0003989,_ptg001102l_000012
GO:0003989,_ptg000940l_000011
GO:0003989,_ptg000630l_000018
GO:0003989,_ptg000679l_000004
GO:0003989,_ptg000500l_000013
GO:0003989,_ptg000312l_000004
GO:0003989,_ptg000336l_000002
GO:0003989,_ptg000465l_000032
GO:0003989,_ptg000583l_000013
GO:0003989,_ptg000439l_000001
GO:0003989,_ptg000746l_000015
GO:0003989,_ptg000669l_000015
GO:0003989,_ptg000755l_000002
GO:0003989,_ptg000944l_000010
GO:0003989,_ptg000983l_000014
GO:0003989,_ptg000571l_000014
GO:0003989,_ptg000957l_000003
GO:0003989,_ptg000343l_000002
GO:0003989,_ptg000617l_000013
GO:0003989,_ptg000890l_000017
GO:0003989,_ptg000758l_000002
GO:0003989,_ptg000010l_002932
GO:0003989,_ptg000849l_000002
GO:0003989,_ptg000732l_000017
GO:0003989,_ptg000030l_000011
GO:0003989,_ptg000698l_000002
GO:0003989,_ptg000289l_000012
GO:0003989,_ptg000276l_000004
GO:0003989,_ptg001032l_000002
GO:0003989,_ptg000535l_000002
GO:0003989,_ptg000212l_000004
GO:0003989,_ptg000735l_000004
GO:0003989,_ptg000302l_000004
GO:0003989,_ptg000326l_000014
GO:0003989,_ptg000337l_000002
GO:0003989,_ptg001019l_000002
GO:0003989,_ptg001065l_000002
GO:0003989,_ptg000299l_000003
GO:0003989,_ptg000275l_000002
GO:0003989,_ptg000301l_000017
GO:0003989,_ptg000205l_000017
GO:0003989,_ptg000014l_001659
GO:0003989,_ptg000121l_000019
GO:0003989,_ptg000291l_000018
GO:0003989,_ptg000367l_000022
GO:0003989,_ptg000081l_000004
GO:0003989,_ptg000604l_000023
GO:0003989,_ptg000788l_000015
GO:0003989,_ptg000427l_000004
GO:0003989,_ptg000713l_000002
GO:0003989,_ptg000506l_000012
GO:0003989,_ptg000201l_000004
GO:0003989,_ptg000556l_000004
GO:0003989,_ptg000723l_000012
GO:0003989,_ptg001091l_000011
GO:0003989,_ptg000530l_000002
GO:0003989,_ptg000147l_000009
GO:0003989,_ptg000430l_000012
GO:0003989,_ptg000568l_000005
GO:0003989,_ptg000115l_000012
GO:0003989,_ptg000222l_000002
GO:0003989,_ptg000701l_000009
GO:0003989,_ptg000311l_000030
GO:0003989,_ptg001007l_000011
GO:0003989,_ptg000921l_000016
GO:0003989,_ptg000235l_000002
GO:0003989,_ptg000421l_000012
GO:0003989,_ptg000406l_000009
GO:0003989,_ptg000457l_000003
GO:0003989,_ptg000681l_000004
GO:0003989,_ptg000525l_000002
GO:0003989,_ptg000476l_000004
GO:0003989,_ptg001096l_000010
GO:0003989,_ptg000618l_000011
GO:0003989,_ptg000685l_000002
GO:0003989,_ptg000293l_000002
GO:0003989,_ptg000519l_000003
GO:0003989,_ptg000057l_000002
GO:0003989,_ptg000325l_000004
GO:0003989,_ptg000041l_000004
GO:0003989,_ptg000635l_000002
GO:0003989,_ptg000692l_000024
GO:0003989,_ptg000480l_000010
GO:0003989,_ptg000781l_000010
GO:0003989,_ptg000955l_000010
GO:0003989,_ptg000257l_000011
GO:0003989,_ptg001087l_000005
GO:0003989,_ptg000378l_000001
GO:0003989,_ptg001031l_000004
GO:0003989,_ptg000015l_000042
GO:0003989,_ptg000509l_000010
GO:0003989,_ptg000256l_000018
GO:0003989,_ptg001114l_000013
GO:0003989,_ptg000616l_000008
GO:0003989,_ptg000948l_000018
GO:0003989,_ptg000970l_000013
GO:0003989,_ptg000615l_000002
GO:0003989,_ptg000521l_000007
GO:0003989,_ptg000241l_000016
GO:0003989,_ptg000775l_000004
GO:0003989,_ptg000757l_000010
GO:0003989,_ptg000328l_000018
GO:0003989,_ptg000078l_000004
GO:0003989,_ptg000241l_000015
GO:0003989,_ptg000438l_000005
GO:0003989,_ptg000529l_000017
GO:0003989,_ptg000654l_000004
GO:0003989,_ptg000023l_000499
GO:0003989,_ptg000646l_000017
GO:0003989,_ptg000671l_000013
GO:0003989,_ptg000895l_000002
GO:0003989,_ptg000479l_000013
GO:0003989,_ptg001115l_000004
GO:0003989,_ptg000390l_000017
GO:0003989,_ptg000577l_000020
GO:0003989,_ptg001118l_000008
GO:0003989,_ptg000832l_000001
GO:0003989,_ptg000551l_000002
GO:0003989,_ptg000002l_000164
GO:0003989,_ptg000931l_000020
GO:0003989,_ptg000114l_000002
GO:0003989,_ptg000132l_000025
GO:0003989,_ptg000759l_000010
GO:0003989,_ptg000183l_000011
GO:0003989,_ptg000313l_000012
GO:0003989,_ptg000206l_000023
GO:0003989,_ptg000047l_000003
GO:0003989,_ptg000563l_000002
GO:0003989,_ptg000858l_000012
GO:0003989,_ptg000084l_000017
GO:0003989,_ptg000076l_000013
GO:0003989,_ptg000315l_000013
GO:0003989,_ptg000250l_000013
GO:0003989,_ptg001055l_000004
GO:0003989,_ptg000266l_000010
GO:0003989,_ptg000079l_000004
GO:0003989,_ptg000166l_000003
GO:0003989,_ptg000596l_000004
GO:0003989,_ptg000502l_000014
GO:0003989,_ptg000359l_000005
GO:0003989,_ptg000731l_000002
GO:0003989,_ptg000357l_000011
GO:0003989,_ptg000068l_000018
GO:0003989,_ptg000815l_000007
GO:0003989,_ptg000922l_000002
GO:0003989,_ptg000207l_000018
GO:0003989,_ptg000784l_000004
GO:0003989,_ptg000657l_000002
GO:0003989,_ptg000710l_000004
GO:0003989,_ptg000668l_000012
GO:0003989,_ptg000160l_000010
GO:0003989,_ptg000095l_000006
GO:0003989,_ptg000419l_000015
GO:0003989,_ptg000351l_000002
GO:0003989,_ptg000545l_000011
GO:0003989,_ptg000208l_000012
GO:0003989,_ptg000340l_000013
GO:0003989,_ptg000960l_000015
GO:0003989,_ptg000807l_000014
GO:0003989,_ptg000287l_000014
GO:0003989,_ptg000791l_000002
GO:0003989,_ptg000584l_000019
GO:0003989,_ptg000442l_000002
GO:0003989,_ptg001082l_000009
GO:0003989,_ptg000799l_000015
GO:0003989,_ptg000389l_000018
GO:0003989,_ptg000853l_000011
GO:0003989,_ptg000834l_000018
GO:0003989,_ptg000787l_000002
GO:0003989,_ptg000379l_000029
GO:0003989,_ptg000144l_000017
GO:0003989,_ptg000103l_000002
GO:0003989,_ptg000368l_000004
GO:0003989,_ptg000049l_000018
GO:0003989,_ptg001087l_000004
GO:0003989,_ptg000475l_000002
GO:0003989,_ptg001009l_000001
GO:0003989,_ptg000640l_000012
GO:0003989,_ptg000650l_000004
GO:0003989,_ptg000928l_000017
GO:0003989,_ptg000093l_000002
GO:0003989,_ptg000238l_000011
GO:0003989,_ptg000994l_000002
GO:0003989,_ptg000184l_000002
GO:0003989,_ptg000957l_000002
GO:0003989,_ptg001097l_000009
GO:0003989,_ptg000569l_000023
GO:0003989,_ptg000909l_000013
GO:0003989,_ptg000300l_000014
GO:0003989,_ptg000552l_000004
GO:0003989,_ptg000587l_000004
GO:0003989,_ptg000467l_000008
GO:0003989,_ptg000898l_000003
GO:0003989,_ptg000874l_000012
GO:0003989,_ptg000697l_000008
GO:0003989,_ptg000965l_000009
GO:0003989,_ptg000934l_000012
GO:0003989,_ptg000503l_000002
GO:0003989,_ptg001054l_000002
GO:0003989,_ptg000192l_000004
GO:0003989,_ptg000463l_000002
GO:0003989,_ptg000075l_000021
GO:0003989,_ptg000794l_000009
GO:0003989,_ptg000262l_000016
GO:0003989,_ptg000930l_000002
GO:0003989,_ptg000498l_000012
GO:0003989,_ptg000416l_000024
GO:0003989,_ptg000399l_000002
GO:0003989,_ptg000402l_000002
GO:0003989,_ptg000410l_000009
GO:0003989,_ptg000211l_000002
GO:0003989,_ptg000959l_000009
GO:0003989,_ptg000691l_000006
GO:0003989,_ptg000202l_000003
GO:0003989,_ptg000261l_000014
GO:0003989,_ptg000151l_000010
GO:0003989,_ptg000558l_000002
GO:0003989,_ptg000995l_000004
GO:0003989,_ptg000096l_000013
